name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude,coord_source
Santa Cruz AB ( Antiga Ometto),BRA0040461,84.0,Coal,Brazil,Cia. Bioenergética Santa Cruz 1 S.A,http://sigel.aneel.gov.br/kmz.html,-21.7545,-48.0793,Brazil national data
Eldorado Unidade Nova Andradina,BRA0040460,22.0,Coal,Brazil,Energética Eldorado Ltda,http://sigel.aneel.gov.br/kmz.html,-21.9985,-53.427,Brazil national data
MC2 Pecém 2,BRA0040467,350.0,Coal,Brazil,UTE MC2 Pecém 2 S.A.,http://sigel.aneel.gov.br/kmz.html,-3.741552,-38.605224,Brazil national data
Miriri,BRA0040466,11.3,Coal,Brazil,Destilaria Miriri S/A,http://sigel.aneel.gov.br/kmz.html,-6.9447,-35.1299,Brazil national data
Itapagipe (Leilão de Energia),BRA0040465,6.0,Coal,Brazil,Usina Itapagipe Açúcar e Álcool Ltda,http://sigel.aneel.gov.br/kmz.html,-19.88928,-49.6895,Brazil national data
Vale do Paraná,BRA0040464,48.5,Coal,Brazil,Vale do Paraná S.A. Açúcar e Álcool,http://sigel.aneel.gov.br/kmz.html,-20.4132,-51.1025,Brazil national data
Distrito,BRA0040469,25.6,Coal,Brazil,Boa Vista Energia S/A,http://sigel.aneel.gov.br/kmz.html,2.761667,-60.725,Brazil national data
Brasil Bio Fuels,BRA0040468,9.8,Coal,Brazil,Brasil Bio Fuels S.A.,http://sigel.aneel.gov.br/kmz.html,0.959722,-59.955833,Brazil national data
Cachoeira Branca,BRA0010581,2.65,Hydro,Brazil,Omega Energia Renovável S.A.,http://sigel.aneel.gov.br/kmz.html,-18.158785,-50.923468,Brazil national data
Cachoeirinha,BRA0010580,1.55,Hydro,Brazil,Omega Energia Renovável S.A.,http://sigel.aneel.gov.br/kmz.html,-18.392398,-50.77319,Brazil national data
PPG-159,BRA0010583,76.0,Hydro,Brazil,Empresa de Pesquisa Energética - EPE,http://sigel.aneel.gov.br/kmz.html,-13.045255,-58.284109,Brazil national data
Casado,BRA0010582,9.3,Hydro,Brazil,CELG Geração e Transmissão S.A. +  FR Incorporadora Ltda. e Construtora Queiroz Galvão S.A.,http://sigel.aneel.gov.br/kmz.html,-18.039259,-51.656386,Brazil national data
PPG-115,BRA0010585,68.0,Hydro,Brazil,Empresa de Pesquisa Energética - EPE,http://sigel.aneel.gov.br/kmz.html,-12.761481,-58.397361,Brazil national data
PPG-147,BRA0010584,117.0,Hydro,Brazil,Empresa de Pesquisa Energética - EPE,http://sigel.aneel.gov.br/kmz.html,-12.926833,-58.295583,Brazil national data
Europa,BRA0010587,4.5,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-16.320678,-55.090819,Brazil national data
SAN-020,BRA0010586,75.0,Hydro,Brazil,Empresa de Pesquisa Energética - EPE,http://sigel.aneel.gov.br/kmz.html,-11.063556,-58.252944,Brazil national data
Taboca I,BRA0010589,3.9,Hydro,Brazil,CASSOL Centrais Elétricas Ltda.,http://sigel.aneel.gov.br/kmz.html,-12.341889,-61.19375,Brazil national data
Pinduca,BRA0010588,4.2,Hydro,Brazil,Watermark Engenharia e Sistemas,http://sigel.aneel.gov.br/kmz.html,-15.238611,-46.534167,Brazil national data
Boston Scientific Solar,USA0057992,1.1,Solar,United States of America,Consolidated Edison Solutions Inc,EIA-860,42.293333,-71.033889,United States of America national data
Luoyang Shoulong power station,GEODB0000284,110.0,Coal,China,China Resources Power Holdings,SourceWatch,34.742933,112.7730054,SourceWatch data
Suzuki Makinohara Solar Power Plant,WRI1020159,20.0,Solar,Japan,SUZUKI MOTOR CORP,Solar Power Plant Business,34.737888,138.171263,WRI data
Barapukuria Coal Power Plant Bangladesh,GEODB0040466,250.0,Coal,Bangladesh,Bangladesh Power Development Board (BPDB),GEO,25.554,88.95,GEO data
Bratsberg,WRI1003885,124.0,Hydro,Norway,100%,Starkraft,63.35,10.5,CARMA data
BAJADA DPP,WRI1001966,58.7,Oil,Philippines,,Philippines Department of Energy,7.0730556,125.6127778,CARMA data
Macambira II,BRA0030723,18.0,Wind,Brazil,Unknown,http://sigel.aneel.gov.br/kmz.html,-6.086268,-36.531166,Brazil national data
Eurus I,BRA0030722,30.0,Wind,Brazil,Desa Eólica S.A.,http://sigel.aneel.gov.br/kmz.html,-5.365117,-35.861853,Brazil national data
Eurus III,BRA0030721,30.0,Wind,Brazil,DESA Eurus III S.A.,http://sigel.aneel.gov.br/kmz.html,-5.397275,-35.874877,Brazil national data
Fleixeiras I,BRA0030720,30.004,Wind,Brazil,Central Eólica Fleixeiras I S.A.,http://sigel.aneel.gov.br/kmz.html,-3.20107,-39.364715,Brazil national data
Verace 28,BRA0030727,12.53,Wind,Brazil,Eólica Hermenegildo II S.A.,http://sigel.aneel.gov.br/kmz.html,-33.634033,-53.353379,Brazil national data
Icaraí II,BRA0030726,37.8,Wind,Brazil,Central Geradora Eólica Icaraí II S.A.,http://sigel.aneel.gov.br/kmz.html,-3.066023,-39.596929,Brazil national data
Juremas,BRA0030725,16.1,Wind,Brazil,SPE Juremas Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-5.38981,-35.846271,Brazil national data
Galpões,BRA0030724,8.0,Wind,Brazil,Eletrosul Centrais Elétricas S.A.,http://sigel.aneel.gov.br/kmz.html,-30.880728,-55.676541,Brazil national data
Morris Genco LLC,USA0055774,2.2,Waste,United States of America,Illinois Electricial Gen Partn,EIA-860,41.3031,-88.4028,United States of America national data
Ventos de Santa Joana IX,BRA0030729,29.6,Wind,Brazil,Ventos de Santa Joana Energias Renováveis S.A,http://sigel.aneel.gov.br/kmz.html,-7.451662,-40.744133,Brazil national data
Verace 29,BRA0030728,17.9,Wind,Brazil,Eólica Hermenegildo II S.A.,http://sigel.aneel.gov.br/kmz.html,-33.618187,-53.357229,Brazil national data
Dane County Landfill #2 Rodefeld,USA0055770,6.4,Waste,United States of America,Dane County Public Works,EIA-860,43.0453,-89.2539,United States of America national data
Countyside Genco LLC,USA0055773,12.8,Waste,United States of America,Illinois Electricial Gen Partn,EIA-860,42.321111,-88.031944,United States of America national data
Highland North Wind Farm,USA0057991,75.0,Wind,United States of America,Everpower Wind Holdings Inc,EIA-860,40.319561,-78.680633,United States of America national data
San Emidio,USA0057456,11.8,Geothermal,United States of America,USG Nevada LLC,EIA-860,40.380556,-119.399722,United States of America national data
CAS TRESORER TG3  CC2,WRI1006311,71.0,Gas,Spain,ENDESA GENERACION S.A.,Red Eléctrica de España,39.5672,2.6895,GEO data
HKW Sandreuth,WRI1005810,150.0,Gas,Germany,N-ERGIE AG,Open Power System Data,49.438611,11.060556,WRI data
Gonzales Hydro Plant,USA0007394,1.5,Hydro,United States of America,City of Gonzales - (TX),EIA-860,29.497166,-97.45516,United States of America national data
P.E. RIO ALMODOVAR,WRI1007191,12.8,Wind,Spain,CORPORACION ACCIONA EOLICA S.L.U,Red Eléctrica de España,36.194851,-5.763391,CARMA data
Heizkraftwerk zur Papierfabrik,WRI1005762,18.1,Gas,Germany,Delkeskamp Verpackungswerke GmbH,Open Power System Data,52.61796,7.86188,WRI data
PLTG Belawan TTF,WRI1000818,105.0,Gas,Indonesia,PLN / KITSUMBAGUT,Repit's Blog,3.5833333,98.6666667,CARMA data
PLTG Boom Baru,WRI1000819,12.0,Gas,Indonesia,PLN,Repit's Blog,-6.1149,106.1502,CARMA data
HKW Südstadt,WRI1005815,35.0,Gas,Germany,RheinEnergie AG,Open Power System Data,50.91697,6.95725,WRI data
Koepchenwerk,WRI1005868,153.0,Hydro,Germany,RWE Power AG,Open Power System Data,51.41048,7.45314,WRI data
Kohlekraftwerk,WRI1005869,14.4,Coal,Germany,Smurfit Kappa Zülpich Papier GmbH,Open Power System Data,50.7055,6.65362,WRI data
KNG Kraftwerk Rostock,WRI1005866,514.0,Coal,Germany,EnBW Energie Baden-Württemberg AG,Open Power System Data,54.14282177,12.13287489,WRI data
Koblenz,WRI1005867,16.0,Hydro,Germany,RWE Innogy GmbH,Open Power System Data,50.365855,7.58171,WRI data
Klingenberg,WRI1005864,164.0,Coal,Germany,Vattenfall Europe Wärme Aktiengesellschaft,Open Power System Data,52.48891639,13.49696159,WRI data
HKW Schwerin Süd,WRI1005814,44.9,Gas,Germany,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,Open Power System Data,53.57787,11.39647,WRI data
Pravizin 1 (Bruggwiti),WRI1004439,5.0,Hydro,Switzerland,,Swiss Federal Office of Energy,47.0905787286,9.34301376343,CARMA data
Shrewsbury Solar,USA0057990,2.5,Solar,United States of America,Consolidated Edison Development Inc.,EIA-860,42.266111,-71.695833,United States of America national data
Kraft,USA0000733,352.4,Coal,United States of America,Georgia Power Co,EIA-860,32.1486,-81.1458,United States of America national data
Midulla Generating Station,USA0007380,897.0,Gas,United States of America,Seminole Electric Cooperative Inc,EIA-860,27.641667,-81.9625,United States of America national data
PARQUE EOLICO MORENA,WRI1007579,49.5,Wind,Spain,GAMESA ENERGIA  S.A.,Red Eléctrica de España,38.950478,-2.540476,CARMA data
DURGAPUR,WRI1001149,350.0,Coal,India,,Central Energy Agency,23.58,87.2043,GEO data
DULHASTI,WRI1001148,390.0,Hydro,India,,Central Energy Agency,33.3691,75.7985,GEO data
DONKARAYI,WRI1001145,25.0,Hydro,India,,Central Energy Agency,17.899435939,81.8296007833,GEO data
Huadian Xisaishan power station,GEODB0000318,2020.0,Coal,China,Huadian Hubei Co,SourceWatch,30.203056,115.180278,SourceWatch data
DOYANG,WRI1001146,75.0,Hydro,India,,Central Energy Agency,26.2325,94.2612,GEO data
DHARIWAL INF TPP,WRI1001140,300.0,Coal,India,,Central Energy Agency,19.95,79.3,CARMA data
DHUVARAN CCPP,WRI1001143,219.1,Gas,India,,Central Energy Agency,22.5666667,72.9333333,CARMA data
Tracy,WRI1016034,600.0,Oil,Canada,Hydro Quebec,Canadian Power Plant Database,45.996,-73.1726,GEO data
São Paulo,BRA0012183,3.4,Hydro,Brazil,Aldemir Losi.,http://sigel.aneel.gov.br/kmz.html,-27.86539,-50.156612,Brazil national data
Entre Pontes,BRA0012182,18.0,Hydro,Brazil,Unknown,http://sigel.aneel.gov.br/kmz.html,-17.508889,-49.293333,Brazil national data
Juracitaba,BRA0012181,7.0,Hydro,Brazil,Renova Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-17.433333,-40.1,Brazil national data
Linha São Paulo,BRA0012180,5.0,Hydro,Brazil,Dobrevê Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-28.076667,-53.001389,Brazil national data
Morrinhos,BRA0012187,8.5,Hydro,Brazil,Newmax Participações e Negócios Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.585278,-45.761389,Brazil national data
Cabrace Barra Velha,BRA0040075,2.7528,Coal,Brazil,Cebrace Cristal Plano Ltda.,http://sigel.aneel.gov.br/kmz.html,-26.634722,-48.704722,Brazil national data
Cabrace Caçapava,BRA0040076,4.0,Coal,Brazil,Cebrace Cristal Plano Ltda.,http://sigel.aneel.gov.br/kmz.html,-23.131389,-45.753056,Brazil national data
Cabrace Jacareí,BRA0040077,2.4,Coal,Brazil,Cebrace Cristal Plano Ltda.,http://sigel.aneel.gov.br/kmz.html,-23.284722,-45.941667,Brazil national data
Center Shopping  Uberlândia,BRA0040078,2.1792,Coal,Brazil,Center Shopping S.A Matriz,http://sigel.aneel.gov.br/kmz.html,-18.91,-48.259444,Brazil national data
Condomínio Edifício Pátio Belém,BRA0040079,1.28,Coal,Brazil,Condomínio Edifício Pátio Belém Matriz,http://sigel.aneel.gov.br/kmz.html,-1.455833,-48.504444,Brazil national data
Paraitinga,BRA0012189,6.3,Hydro,Brazil,EBDE Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-22.898957,-44.932648,Brazil national data
Paineiras,BRA0012188,7.1,Hydro,Brazil,AEL Atividade Empresarial Ltda.,http://sigel.aneel.gov.br/kmz.html,-18.522505,-48.103332,Brazil national data
SAUCELLE II 2,WRI1007892,133.81,Hydro,Spain,IBERDROLA GENERACION  S.A.,Red Eléctrica de España,41.045,-6.8067,GEO data
Bagn,WRI1003880,64.0,Hydro,Norway,80%,Starkraft,60.82249,9.55207,CARMA data
Gemeinschaftskernkraftwerk Neckarwestheim II,WRI1005690,1310.0,Nuclear,Germany,EnBW Energie Baden-Württemberg AG,Open Power System Data,49.041111,9.175,WRI data
PSEG Hudson Generating Station,USA0002403,659.7,Coal,United States of America,PSEG Fossil LLC,EIA-860,40.7478,-74.0722,United States of America national data
PSEG Essex Generating Station,USA0002401,595.2,Gas,United States of America,PSEG Fossil LLC,EIA-860,40.7372,-74.1206,United States of America national data
PSEG Edison Generating Station,USA0002400,501.6,Gas,United States of America,PSEG Fossil LLC,EIA-860,40.4911,-74.3956,United States of America national data
PSEG Linden Generating Station,USA0002406,1740.0,Gas,United States of America,PSEG Fossil LLC,EIA-860,40.6217,-74.2072,United States of America national data
PSEG Kearny Generating Station,USA0002404,605.0,Gas,United States of America,PSEG Fossil LLC,EIA-860,40.737283,-74.096464,United States of America national data
Conemaugh Hydro Plant,USA0052173,15.0,Hydro,United States of America,Pennsylvania Renewable Resources,EIA-860,40.46439,-79.365703,United States of America national data
PSEG National Park Generating Station,USA0002409,18.5,Oil,United States of America,PSEG Fossil LLC,EIA-860,39.86,-75.1853,United States of America national data
PSEG Mercer Generating Station,USA0002408,768.0,Oil,United States of America,PSEG Fossil LLC,EIA-860,40.1792,-74.7339,United States of America national data
C R Wing Cogen Plant,USA0052176,230.0,Gas,United States of America,Power Resources Ltd,EIA-860,32.273178,-101.422386,United States of America national data
Soda Lake Geothermal No I II,USA0052174,26.1,Geothermal,United States of America,Magma Energy US Corp,EIA-860,39.557,-118.8383,United States of America national data
CITGO Refinery Powerhouse,USA0052175,75.0,Gas,United States of America,CITGO Petroleum Corp,EIA-860,30.1826,-93.3234,United States of America national data
Elwood Energy LLC,USA0055199,1728.0,Gas,United States of America,Elwood Energy LLC,EIA-860,41.4388,-88.1236,United States of America national data
Riverside Generating LLC,USA0055198,1150.0,Gas,United States of America,Riverside Generating Co LLC,EIA-860,38.191661,-82.604586,United States of America national data
La Farge,USA0004124,1.5,Oil,United States of America,La Farge Municipal Electric Co,EIA-860,43.5903,-90.6394,United States of America national data
Manitowoc,USA0004125,122.9,Gas,United States of America,Manitowoc Public Utilities,EIA-860,44.082,-87.6558,United States of America national data
Rapide Croche,USA0004122,2.4,Hydro,United States of America,City of Kaukauna,EIA-860,44.3164,-88.3147,United States of America national data
P. E. VEDADILLO,WRI1006884,49.5,Wind,Spain,ACCIONA ENERGIA  S.A.,Red Eléctrica de España,42.389664,-1.793211,CARMA data
New Badger,USA0004120,8.2,Hydro,United States of America,City of Kaukauna,EIA-860,44.2772,-88.2678,United States of America national data
P. EOLICO LA SOTONERA,WRI1006889,18.9,Wind,Spain,PARQUE EOLICO LA SOTONERA  S.L.,Red Eléctrica de España,42.0665306703,-0.685336589813,CARMA data
Kozienice 2,WRI1019040,1120.0,Coal,Poland,,ENTSOE,51.666,21.464,GEO data
Ontelaunee Energy Center,USA0055193,728.0,Gas,United States of America,Ontelaunee Energy Center,EIA-860,40.4219,-75.9356,United States of America national data
Osceola (FL),USA0055192,600.0,Gas,United States of America,NRG Florida LP,EIA-860,28.1289,-81.0978,United States of America national data
Teshreen (Tishrin) Thermal Power Project Syria,GEODB0041666,400.0,Oil,Syrian Arab Republic,Public Establishment of Electricity for Generation and Transmission (PEEGT),GEO,33.4186,36.6861,GEO data
Siersza,WRI1019044,677.0,Coal,Poland,,ENTSOE,50.2086,19.4609,GEO data
Caledonia,USA0055197,801.0,Gas,United States of America,Tennessee Valley Authority,EIA-860,33.6464,-88.2717,United States of America national data
FirstEnergy Allegheny Energy Units 1 & 2,USA0055196,87.6,Gas,United States of America,Allegheny Energy Supply Co LLC,EIA-860,40.546667,-79.768333,United States of America national data
Big Brown,USA0003497,1186.8,Coal,United States of America,Big Brown Power Company LLC,EIA-860,31.8206,-96.0544,United States of America national data
GuD Kraftwerk Hillegossen,WRI1005714,37.5,Gas,Germany,Stadtwerke Bielefeld GmbH,Open Power System Data,52.03333333,8.533333333,WRI data
Osijek TE-TO CHP Power Plant Croatia,GEODB0044826,89.0,Gas,Croatia,Hrvatska elektroprivreda (HEP) d.d.,GEO,45.542,18.7449,GEO data
Sisak Thermal Power Plant Croatia,GEODB0044821,420.0,Oil,Croatia,Hrvatska elektroprivreda (HEP) d.d.,GEO,45.4538,16.4144,GEO data
Plomin Thermal Power Plant Croatia,GEODB0044820,330.0,Coal,Croatia,Hrvatska elektroprivreda (HEP) d.d.,GEO,45.137,14.164,GEO data
Zagreb Te-To CHP Power Plant Croatia,GEODB0044823,328.0,Gas,Croatia,Hrvatska elektroprivreda (HEP) d.d.,GEO,45.7816,16.0169,GEO data
Rijeka Thermal Power Plant Croatia,GEODB0044822,320.0,Oil,Croatia,Hrvatska elektroprivreda (HEP) d.d.,GEO,45.2862,14.5207,GEO data
Luoyang Mengjin power station,GEODB0000283,1200.0,Coal,China,Shenhua Guohua Mengjin Power,SourceWatch,34.8648266,112.5307256,SourceWatch data
Jangada II,BRA0020561,1.0,Hydro,Brazil,Reciclagem de Papel Brasil Ltda,http://sigel.aneel.gov.br/kmz.html,-26.428417,-51.292139,Brazil national data
Zobahan (gas),WRI1008212,139.0,Gas,Iran,,Iranian Power Sector 2010,32.657218,51.677608,CARMA data
Varazdin Hydroelectric Power Plant Croatia Croatia,GEODB0044828,94.0,Hydro,Croatia,Hrvatska elektroprivreda (HEP) d.d.,GEO,46.3479,16.2684,GEO data
Zobahan,WRI1008211,162.0,Gas,Iran,,Iranian Power Sector 2010,32.657218,51.677608,CARMA data
Smithfield Farmland Corp Bladen,USA0054823,28.5,Oil,United States of America,Smithfield Farmland Corp.,EIA-860,34.5789,-78.7928,United States of America national data
Karebbe,WRI1000768,90.0,Hydro,Indonesia,PT. Inco,Repit's Blog,-2.6351,121.0948,CARMA data
Kayu Merah - Ternate,WRI1000769,21.084,Oil,Indonesia,PLN - Maluku Regional Unit,Repit's Blog,0.8,127.4,CARMA data
Padre Carlos (Antiga Rolador),BRA0011959,7.8,Hydro,Brazil,DME Energética Ltda,http://sigel.aneel.gov.br/kmz.html,-21.748056,-46.575556,Brazil national data
Corrente Grande,BRA0011958,14.0,Hydro,Brazil,SPE Corrente Grande Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-18.95,-42.516667,Brazil national data
Tuai,WRI1000312,60.0,Hydro,New Zealand,Genesis Energy,Genesis Energy,-38.8068,177.1508,GEO data
Ivan Botelho II (Antiga Palestina),BRA0011955,12.4,Hydro,Brazil,Rio Pomba Energética S.A.,http://sigel.aneel.gov.br/kmz.html,-21.35,-42.966667,Brazil national data
Mafrás,BRA0011954,4.0,Hydro,Brazil,Mafrás Energia e Reflorestamento Ltda.,http://sigel.aneel.gov.br/kmz.html,-27.036667,-49.575,Brazil national data
Varginha,BRA0011957,9.0,Hydro,Brazil,SPE Varginha Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-20.043056,-41.747778,Brazil national data
Cocais Grande,BRA0011956,10.0,Hydro,Brazil,SPE Cocais Grande Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-19.531944,-42.767222,Brazil national data
Fumaça IV,BRA0011951,4.5,Hydro,Brazil,Caparaó Energia S/A,http://sigel.aneel.gov.br/kmz.html,-20.749167,-41.876111,Brazil national data
Várzea Alegre,BRA0011950,7.5,Hydro,Brazil,SPE Várzea Alegre Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-19.986111,-41.716944,Brazil national data
Paraíso I,BRA0011953,21.6,Hydro,Brazil,Pantanal Energética Ltda,http://sigel.aneel.gov.br/kmz.html,-19.0,-53.0,Brazil national data
Ninho da Águia,BRA0011952,10.0,Hydro,Brazil,SPE Ninho da Águia Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-22.5,-45.333333,Brazil national data
Lepomis PV Energy LLC,USA0059085,4.5,Solar,United States of America,EDF Renewable Services Inc,EIA-860,41.857222,-70.558333,United States of America national data
Limon III Wind LLC,USA0059083,200.6,Wind,United States of America,Limon,EIA-860,39.353333,-103.474167,United States of America national data
Dennis Landfill,USA0059082,5.0,Solar,United States of America,CF CVEC Owner One LLC,EIA-860,41.693056,-70.145,United States of America national data
Barnstable Landfill,USA0059081,4.0,Solar,United States of America,CF CVEC Owner One LLC,EIA-860,41.659722,-70.395556,United States of America national data
Nunnepog,USA0059080,1.0,Solar,United States of America,CF CVEC Owner One LLC,EIA-860,41.358889,-70.505,United States of America national data
CAS TRESORER TG2  CC1,WRI1006310,71.0,Gas,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5672,2.6895,GEO data
Cencosud GBarbosa 84,BRA0040049,1.08,Coal,Brazil,Cencosud Brasil Comercial Ltda.,http://sigel.aneel.gov.br/kmz.html,-9.648889,-35.705833,Brazil national data
Hutchinson Plant #1,USA0001980,35.3,Gas,United States of America,Hutchinson Utilities Comm,EIA-860,44.895741,-94.368433,United States of America national data
Antônio Dias,BRA0012199,23.0,Hydro,Brazil,Água Limpa Energia S.A.,http://sigel.aneel.gov.br/kmz.html,-19.618861,-42.797482,Brazil national data
Brady,USA0055991,32.9,Geothermal,United States of America,Ormat Nevada Inc,EIA-860,39.796032,-119.010013,United States of America national data
Ashtabula,USA0055990,26.1,Gas,United States of America,DTE Ashtabula  LLC,EIA-860,41.890026,-80.7612,United States of America national data
Rock Creek LP,USA0050892,3.0,Hydro,United States of America,Enel Green Power NA  Inc.,EIA-860,38.78342,-120.778506,United States of America national data
Uberaba V,BRA0070169,30.0,Solar,Brazil,Helíades Projetos para Energia Solar Ltda,http://sigel.aneel.gov.br/kmz.html,-5.962813,-35.507962,Brazil national data
Orchard Park,USA0055997,24.0,Gas,United States of America,Borough of Chambersburg,EIA-860,39.9109,-77.6667,United States of America national data
Alliant SBD0201 Penford Produc,USA0055996,6.1,Oil,United States of America,Industrial Energy Applications Inc,EIA-860,41.97007,-91.66623,United States of America national data
NECCO Co-Generation,USA0055999,5.8,Gas,United States of America,New England Confectionery Co Inc,EIA-860,42.415,-71.0039,United States of America national data
Danbury Diesel,USA0055998,7.8,Oil,United States of America,Northwestern Wisconsin Elec Co,EIA-860,46.002834,-92.371377,United States of America national data
SON REUS 1  TURBINA DE GAS N 1,WRI1007932,33.7,Oil,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5693907934,2.65023708344,CARMA data
Sacramento,BRA0012194,23.0,Hydro,Brazil,AEL - Atividade Empresarial Ltda.,http://sigel.aneel.gov.br/kmz.html,-19.760827,-47.364444,Brazil national data
Arizona Western College PV,USA0057765,3.7,Solar,United States of America,Main Street Power,EIA-860,32.687778,-114.49611,United States of America national data
SON REUS 6  TURBINA DE GAS N 6,WRI1007937,48.7,Oil,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5693907934,2.65023708344,CARMA data
SON REUS 3  TURBINA DE GAS N 3,WRI1007934,33.7,Oil,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5693907934,2.65023708344,CARMA data
SON REUS 4  TURBINA DE GAS N 4,WRI1007935,33.7,Oil,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5693907934,2.65023708344,CARMA data
SON REUS 7  TURBINA DE GAS N 7,WRI1007938,48.7,Oil,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5693907934,2.65023708344,CARMA data
SON REUS 9  TURBINA DE GAS N 9 (CC2),WRI1007939,63.3,Oil,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5693907934,2.65023708344,CARMA data
Tianjin Beijiang power station,GEODB0000646,2000.0,Coal,China,SDIC Huajing Power Holdings Co,SourceWatch,39.2193209,117.9298639,SourceWatch data
Parnaíba IV,BRA0041301,56.277,Coal,Brazil,Parnaíba Geração e Comercialização de Energia S.A; Kinross Brasil Mineração S/A,http://sigel.aneel.gov.br/kmz.html,-4.814121,-44.343646,Brazil national data
HKW Freiberg,WRI1005768,27.0,Gas,Germany,Universitätsklinikum Freiburg AdöR,Open Power System Data,48.00557217,7.842279817,WRI data
Cachoeirinha,BRA0012197,23.0,Hydro,Brazil,Minas PCH S.A.,http://sigel.aneel.gov.br/kmz.html,-19.483611,-52.4725,Brazil national data
Baath Hydroelectric Power Project Syria,GEODB0041661,75.0,Hydro,Syrian Arab Republic,Ministry of Irrigation Syria,GEO,35.8853,38.7472,GEO data
Allianz Parque,BRA0041308,3.8744,Coal,Brazil,Real Arenas Empreendimentos Imobiliários S.A,http://sigel.aneel.gov.br/kmz.html,-23.521843,-46.669146,Brazil national data
Hoag Hospital Cogen Plant,USA0058223,4.5,Gas,United States of America,Hoag Memorial Presbyterian Hospital,EIA-860,33.622778,-117.936389,United States of America national data
P.E. LOMA GORDA,WRI1007103,20.0,Wind,Spain,GAS NATURAL FENOSA RENOVABLES  S.L.U.,Red Eléctrica de España,40.993468,-1.924591,CARMA data
VALDELIN,WRI1008013,18.0,Wind,Spain,GAS NATURAL FENOSA RENOVABLES  S.L.,Red Eléctrica de España,41.682882,-3.126259,CARMA data
Dier Ali CCGT Power Plant Syria,GEODB0041662,750.0,Gas,Syrian Arab Republic,Public Establishment of Electricity for Generation and Transmission (PEEGT),GEO,33.2698,36.3278,GEO data
Anhui Hwasu power station,GEODB0000002,600.0,Coal,China,Anhui Hwasu Corp,SourceWatch,32.584793,117.253237,SourceWatch data
Twin Ridges Wind Farm,USA0057998,139.4,Wind,United States of America,Everpower Wind Holdings Inc,EIA-860,39.760556,-78.874722,United States of America national data
Nedre Nea,WRI1003956,67.0,Hydro,Norway,100%,Starkraft,63.2166667,11.0333333,CARMA data
Foz da Anta,BRA0011379,12.0,Hydro,Brazil,Santa Helena Energia ME,http://sigel.aneel.gov.br/kmz.html,-23.853333,-49.957778,Brazil national data
Verde 4,BRA0011378,19.0,Hydro,Brazil,Savana Geração de Eenrgia S.A,http://sigel.aneel.gov.br/kmz.html,-19.975624,-53.270982,Brazil national data
PARQUE EOLICO SIERRA ELGEA,WRI1007686,26.97,Wind,Spain,EOLICAS DE EUSKADI  S.A.,Red Eléctrica de España,43.0166667,-2.7666667,CARMA data
Yima power station,GEODB0000307,310.0,Coal,China,Yima Jinjiang Energy,SourceWatch,34.7216515,111.8806225,SourceWatch data
Jose Antonio Paez (Planta Paez),WRI1018648,240.0,Hydro,Venezuela,,Venezuela Electricity Sector 2013 Report,8.824647,-70.514506,CARMA data
PARQUE EOLICO SIERRA DEL MADERO I,WRI1007681,14.85,Wind,Spain,PARQUE EOLICO SIERRA DEL MADERO SA.,Red Eléctrica de España,41.779013,-1.983913,CARMA data
Xiwang Aluminum power station,GEODB0000302,700.0,Coal,China,Dongfang Xiwang Aluminum Co,SourceWatch,34.772,111.2,SourceWatch data
Norwich WWTP,USA0057624,2.0,Oil,United States of America,City of Norwich - (CT),EIA-860,41.5256,-72.0833,United States of America national data
Alto Chopim,BRA0011371,20.34,Hydro,Brazil,Brookfield Energia Renovável S/A,http://sigel.aneel.gov.br/kmz.html,-26.316667,-52.083333,Brazil national data
Santo Antônio,BRA0011370,4.5,Hydro,Brazil,Cooperativa de Geração de Energia e Desenvolvimento,http://sigel.aneel.gov.br/kmz.html,-27.701667,-54.419444,Brazil national data
Santo Antônio do Caiapó,BRA0011373,30.0,Hydro,Brazil,Rialma Companhia Energética IV S.A.,http://sigel.aneel.gov.br/kmz.html,-16.443333,-51.391389,Brazil national data
